GEOID,category,name,rating,lat,lon
551010004002,coffee,Red Onion Cafe,4.5,42.72765,-87.78231
551010004002,daycare,Next Generation Now,4.0,42.7291488647461,-87.7959976196289
551010004002,daycare,Keshawn Loving Daycare,0.0,42.73725,-87.7920199
551010004002,daycare,Almost Home Academy,0.0,42.7380599975586,-87.784797668457
551010004002,daycare,Lakefront Branch YMCA,2.0,42.7255638688803,-87.7813806384802
551010004002,daycare,St. Edwards Child Development Center,5.0,42.7147701029875,-87.8174086590202
551010004002,laundry,Laundromax,4.5,42.623438,-87.844068
551010004002,laundry,Queensway Food & Laundromat,0.0,42.7397918701172,-87.7926635742188
551010004002,laundry,Perfect Touch Cleaner,0.0,42.7360497,-87.7894974
551010004002,laundry,Martinizing Dry Cleaning,1.4,42.71888,-87.83511
551010004002,laundry,Martinizing Dry Cleaning,1.0,42.6964950561523,-87.8130340576172
551010006003,grocery,Lee's Deli,4.0,42.7146989,-87.8103078
551010006003,grocery,16th Street Foods,0.0,42.7125968933105,-87.8121871948242
551010006003,grocery,La Mexicana,0.0,42.73170926128726,-87.79691840247483
551010006003,grocery,Schultz Sav-O Stores,0.0,42.7196350097656,-87.8170394897461
551010006003,grocery,Family Super Market,0.0,42.7182922363281,-87.7985000610352
551010006003,restaurant,Blueberry Hilltop Cafe,4.2,42.73122914275525,-87.82064864160071
551010006003,restaurant,Kabab And Grill,4.7,42.715242,-87.798019
551010006003,restaurant,Rickey Rick Smokehouse BBQ,0.0,42.71858784065628,-87.8178758
551010006003,restaurant,Emma’s Tacos,3.9,42.721594,-87.816564
551010006003,restaurant,Rosies,3.8,42.70892199563873,-87.80764495090293
551010006003,pharmacy,CVS Pharmacy,3.7,42.71982,-87.816618
551010006003,pharmacy,Walgreens,3.0,42.7313907,-87.7990202
551010006003,clinic,St Mary's Medical Center,2.0,42.731803091271715,-87.8264831
551010006003,clinic,Eye Clinic Of Racine,5.0,42.7334081,-87.8255312
551010006003,clinic,Wegner Vision Clinic,3.5,42.7195472717285,-87.8177032470703
551010006003,clinic,Vision Clinic-Dr Savin & Assoc,3.0,42.7151012,-87.7973161
551010006003,clinic,Cernak-Bruns Foot & Ankle Clinic Sc,0.0,42.7334081,-87.8255312
551010006003,hospital,Ascension All Saints Hospital Spring Street Campus,1.7,42.7317886,-87.8264831
551010006003,hospital,St Mary's Medical Center,2.0,42.731803091271715,-87.8264831
551010006003,hospital,Southeastern Wisconsin Regional Cancer Center,0.0,42.7335026,-87.8257185
551010006003,hospital,Racine Community Health Center,0.0,42.73187254828497,-87.7952746
551010006003,hospital,David T Jeanson,0.0,42.7186524868011,-87.8176829963923
551010006003,school,Schools-Public-Unified,0.0,42.7260623,-87.8109615
551010006003,school,Racine Lutheran High School,0.0,42.7306137084961,-87.8059844970703
551010006003,school,21st Century Preparatory School,0.0,42.7291488647461,-87.7959976196289
551010006003,school,Next Generation Now,4.0,42.7291488647461,-87.7959976196289
551010006003,school,Racine Unified School District,0.0,42.71004,-87.81247
551010006003,bank,Modine Employees Credit Union,0.0,42.7136764526367,-87.8168563842773
551010006003,hair,The Bluegrass,3.4,42.718441,-87.818878
551010006003,hair,Crazy Legs Hair Salon,5.0,42.731059261035355,-87.7999749
551010006003,hair,Quick Time Hair Salon,3.1,42.7174161,-87.8262149
551010006003,hair,Young's Beauty Mart,3.0,42.732265,-87.799005
551010006003,hair,Yolanda's Turning Heads Salon,0.0,42.7188249,-87.8181526
